rewards_rank,rank,index,adjusted_balance,block_proposals,beta_epochs_missed,balance,start_balance,eth1_addr,pub
457,820,124111,40995224,1,292,32040995224,32000000000,0x17e25693b3acb0539bf8ac6a405b22b24aa21b50,0xac80855abc85db39176d2ba18065be40d204bf553829569f38cb5065aa16039e4f05484e65df50295305a5ed417e1f24
,821,124059,40930109,0,168,32040930109,32000000000,0xb9a87b4ace81415239caf9187995815673e234e6,0x9593ca96ac49702ad2541c5fae945030bb88efe97bd4dc0c7daae99bc689da319ece262e443d6ebac4c88bd41bffab1d
458,822,123241,40880145,0,0,32045305104,32004424959,0x1a5ca4f41f2473689f69e3d082ef5e2585205640,0xab5ab444c3f75151199d4660a56bdb1a92725e01e2c8aa2a43d9909b884bfaf8eb08c51206c142add7c2c20c998f80f8
,823,124061,40854763,0,168,32040854763,32000000000,0xb9a87b4ace81415239caf9187995815673e234e6,0x8159222c7c0794cdcbcf10976851f798b29ce3356311952466cd73f71caf3da5406c1933b0608a041635a22b4e505e4e
,824,124136,40829611,1,357,32040829611,32000000000,0x6fe09034941ac88126f416098b45917a0c9e3906,0x81ed67eef554ce48a268b5d51f7cc59f9326cc575b82e456733f2284b39fc315590e8c1ff25c713bddfcf3ed05019938
459,825,123467,40780278,1,0,32045069508,32004289230,0x6778ea81ab6cec9e0c0c069561232768b1cd802b,0x81b2b64c28b4fa0bcd31a7fd171d68abc78c9db063c6a6f58a3347bf3f9d828682b11cb97f530accd6939d777f164aae
,826,123454,40766500,0,0,32046448906,32005682406,0x25a8f1d68f352838a8188048e1052476934a2efe,0x817febfaf1dfb79cb8312f86fe3d6156e6c3ff0624135206adbbae1b2e1b03b9eb049a20db26d4094f9d6948d940055b
460,827,124055,40636267,0,167,32040636267,32000000000,0x511e3c306524a5c4cb566d3309e8d36ec7c7d8bf,0x87a9d73d2d3195dc5d224f0418d5b0a54052a4942cb17116255711c0ffbf630077dd7eb235f0641950db98b89d434406
,828,124007,40540606,0,43,32040540606,32000000000,0xb38e943206b23a2e0456b88b0030885457f8a898,0xb80e9d781c7b25b41b11ecd32a859e8318dc0cc76f32a3df9f35c303baaa11de4dd130a3fc4cb26b35ca5d1baca6b644
461,829,123250,40456611,0,0,32049770811,32009314200,0x0c1b2725c75156fd3ecb491ef801668efee1344a,0x8f4160bfeadf5fc2fba6ab0822e54f7fd58c66927d5ea57eb11a493f4d3994a4ab5be3eeeda62c7253e79ad1e56f2675
,830,124009,40453428,0,44,32040453428,32000000000,0xb38e943206b23a2e0456b88b0030885457f8a898,0xad3278df94fa7c75a79ddeb2b0f8437e3bb200d9433a6da285d87efd0efb9fb1357b2807fea28ea30414512cb80b6d48
,831,123940,40394677,0,0,32041930057,32001535380,0x0c1b2725c75156fd3ecb491ef801668efee1344a,0xb4b4bfe3e5ee5ea9e9cfcf7e8a2ca5772686216f692cde0803a58906465df639e11efa636791399bee0c394d8137168d
462,832,123512,40350429,2,0,32035185494,31994835065,0xc7ffc28142ec9cb93d1492ed2b8057d0f2b12fee,0x8270337b8847b1a35e8b399dd605f94328d43af3199f7c5f8af1bf2192dbf53e32287da5268e2a5f6f9eade92d646046
463,833,124023,40325650,0,47,32040325650,32000000000,0x0e4021551bc525c3d151a28db8cd9f7786fbb8d0,0xb4afadae905b728fdf18c59fc8e23395121dc1a21057362295c0f3ca1966cb97c458674a36cac8936197d7fc630d3124
464,834,123569,40281721,1,0,32045465402,32005183681,0x0a76402405b1a37f1916131ef035e2f5297674b8,0x971dd4442483e7eceefbf9255c41ef9e8d73a52856d8053f7ad4a4a3a3bd0f0053f4895f20c6eca5aba870adfbd27363
,835,124110,40096560,0,292,32040096560,32000000000,0xf0a1bb19f8cc0813781277dccebcc3fb659d79e1,0xa6640b71532755c89c0fe1a70867b473b7db30688eba0811be32954dfa8e3c8a47e047acc17243e69433d9221d22c07f
,836,124022,40090577,0,47,32040090577,32000000000,0x0e4021551bc525c3d151a28db8cd9f7786fbb8d0,0xb2523e65cc0a914ce0565713e06c15931c744373631eb7102fcadde24b15733db412d69ce2cb38a6f42aa89a411751a6
,837,124124,40023298,0,295,32040023298,32000000000,0x957d007b3371b2587ea8fecd85dd7dee8008e461,0x865437528cc1800c36fb04de1b43b1625108cfc3eb3ebc3fcd93237d47d99c6eafbc55d87c528e03ffe2d05fba5b5d47
,838,124119,39898775,0,294,32039898775,32000000000,0xdb12f73f7301c1efd1c8f468a187901507bd72ca,0xa18e975c412dca44c8992e20982f08cbd6f9f44488dbc08b04adf6400cc68b717a05d6f6dcf45522156cced3a0bd4a03
,839,124158,39830356,1,422,32039830356,32000000000,0x336e5ddb7215ff68b32a07a5e10995ce653a111e,0xa56b959d3887ead44fc78f7f77f58d50d07e5bc5178134b9b9d8aa48b8c0eed0cff1319a53de760d8c1db7d9147af22b
,840,124109,39810653,0,292,32039810653,32000000000,0xf2667438a7bcec847ac58c4ca6fcfc68c152cad0,0xb046b9de46955d7a7a1fd493d78a4231ec0289847d6fa6a2e58c0857ee08f2bf1313b9d3b4f9dc56e277b66fa0d6b175
,841,124126,39760181,0,296,32039760181,32000000000,0x624b1eada75758b08ed62171258ce83cf0b921ef,0xa8e9982103b50e443cf1812ab1c70ab4b548fbfe49b546aa611c5041b187dedbef7266ecb9578df7b68489100bbcbd66
,842,124107,39715814,0,291,32039715814,32000000000,0xf2667438a7bcec847ac58c4ca6fcfc68c152cad0,0xad6af8fdb325d60d91edcb9ae1ac984301e8b6cd6b0b7fc265d788c6474029cc9ff5bb406b72e4488dbec2b91aa8e468
,843,124166,39708119,1,424,32039708119,32000000000,0x75c8c9e5c64e9830814446d3b20b71ce3d19a21e,0xa8db1c9844b5b74974ae2179ca78a1da50c279a8a9b8aa1d0b83511448b1866acf30adbfb16925f8cefa579ab39ce72c
465,844,123956,39655436,0,0,32040646854,32000991418,0xf2c5eef73432b7c203036ae3c78b52d1c0073c69,0x9116263241e604a2409c78e69c854417e4f6ae63a02135d7e914d2a8d36ca7d8fd39b6700c9066f26acc49b4696010af
466,845,124116,39459245,0,293,32039459245,32000000000,0x4b73324ceafb7f33f2500ccbe62f79730f171986,0xb8017d7dbe84cf2a9c4d61c7dbf162e55f37b1c1b4470534a5934cb3c2f67d4f45372350e2c9b539b03d5e981abda452
467,846,123391,39068088,0,0,32038861590,31999793502,0x915d327bc8d9ae9905f7dee4a335141916a5969f,0xaab589d6b8582c0d98901c46a88151278ebdcbb3c73e2f291c7f9ea98fe5d3f89c66b80b3c751fe47cc6762e06bf8efd
,847,124102,38561130,0,229,32038561130,32000000000,0x74e9bc3427f4a83dbe872233471d1cb0a3b34701,0x8891013da53cf1dc005c609451787d51e9ce9e283ba141f23ebc9a36c9c03efd1af452cb494ec54a8125d40876949089
468,848,124049,38466527,1,165,32038466527,32000000000,0x7f362b0f7207bb6c133f0b86c2e9f004a892f91c,0x8b80f8da13602dcb7e34b613c73082ea69225874392c3f399232d8242cbd85b4fcb442cb7d3b03591cdba0c2bfac508a
469,849,123602,38329309,1,0,32033706000,31995376691,0x4491effb348d6ba8e3dc4680bec797633037098d,0x929980dacb637a6dae7e27276cf49edd19d08e89c6758299a17f2378f0761681b5cfbe6f4562ab2be67163949bb85dc2
,850,124103,38320918,0,230,32038320918,32000000000,0x74e9bc3427f4a83dbe872233471d1cb0a3b34701,0xae0fa5330baeaa28f7f10f1c50fb98aee8aa09c2be81cbee209e1c393df104a982cb2dda450892529720b2ee657951e8
,851,124134,38180432,0,356,32038180432,32000000000,0x6d7abf9052a3e77ec751b4191f4ed1d626a48711,0x8e251f736432818448140a3678478b32d311ee4e8aea884e82d9a2c37d289d872019eb494a06a36ae5f34922053377ba
,852,124142,38154359,0,358,32038154359,32000000000,0x8fc668c95c1980e8d1a91734382e0b39204adaf5,0xb0b50eb443f4d289f096e1149795008ef973c8d7a9e1d4a27d742518265dd29dab82f3891da4c793213e2526ba018d9a
,853,124146,38126347,0,359,32038126347,32000000000,0x481cde8a1a9de191821edd0a60e8ef38a433562c,0xb3492c7f2c5ed6b074ee92f2b26f7d676c03ceed92619fcf44fce06173e83b74ec459b97fde867c72f6fcbde42049cc1
,854,124150,38067397,0,360,32038067397,32000000000,0x866de382f837e7f3b4a42440ce1a396a88407c46,0x98606df15a2c7686b356c51ce513c7507ffdfdc13b95bcedd9c6ce1b9f11ff34bf2b550e908d0efa5e561ea903778601
,855,124131,38058266,0,356,32038058266,32000000000,0xff6657fb62d096e48df19d3fac645b3f250b73ba,0xaff58921fe90b4a3880c8471fe3ec6382841afc7c61802b818cae8ae487600e6237c26a4fda22a02cca0b4f89c9f984f
,856,124148,38052304,0,360,32038052304,32000000000,0x0c02d5c64f40fcfe10bf65ee900598b6bf9f8ded,0x8484cde0689bba039923125c850ca1a5eeb58b5507fd4b93d5ecd6c0a661a0a50bb24e10c70f998da6fcd19b96b65518
470,857,124137,38040080,0,357,32038040080,32000000000,0xa09aacaf98ba261026d83f5c47d6ec543f128280,0x8d9f8e5dfb8a3c35a9adc348d4d59a387f4f2032052eaf6d87e2fbadb87f6c00a4868307ead433f2690c5b08e3cb84bc
,858,124143,37978229,0,359,32037978229,32000000000,0x8fc668c95c1980e8d1a91734382e0b39204adaf5,0x937e0b50c35f02aa33f1fe462cde5fbeab3091f25c9850ce8de60a7781b737f80e2b07ff4c4e94ff5cdd2479c250057e
,859,124133,37903826,0,356,32037903826,32000000000,0x4977294a902e2263a6d7c58a839f5cb1160ea259,0xb94872a61a5b1adb8e7628865901bfd036423a457f8bbd9aa3e36ab8ef0135bec5e3ec5042ad86243211048085c2e625
,860,124135,37877909,0,357,32037877909,32000000000,0x6fe09034941ac88126f416098b45917a0c9e3906,0xabebdac1c5e98539db6bf4e7e73f6edfdcdc27b4ec7a11b00591f188644def93d409106c4d0a72b09b20366ea199c15d
,861,124149,37794130,0,360,32037794130,32000000000,0x866de382f837e7f3b4a42440ce1a396a88407c46,0xa0b39b2031bfe7f808eddcdf779b78ee6dfc3568a758577beb39be06358f869546f332b11064899ed44034a300f0e7c2
471,862,123355,37747763,0,0,32043112246,32005364483,0x06d5efc3712d206980355cb6999cf33c350faf5c,0xb812468745524212436acc293fa0945c6db91b3c32b1f5ea59e82178e1b08444a6f900f2f5dce2afd854f78ec85c5971
,863,124130,37742355,0,355,32037742355,32000000000,0xd926a891a3db92ba6f097074ce1ad4b3cde2a3a5,0x882775f32a7b0457a0bda406df938074d5898d0a0eaf0d990e4bae638bd74d802313aa3a1c45daef3158aab145980d94
472,864,124178,37643810,1,549,32037643810,32000000000,0x8d6b61de69358cca25fef4b7f583bf3ca95a373f,0x83c59e336ad1af3de7bccc938b418da61002f7ff34447fc313bff0a510f53eafb5f50a20a9003f53ec2ceaa810b1652f
,865,124021,37634410,0,47,32037634410,32000000000,0x915d327bc8d9ae9905f7dee4a335141916a5969f,0x8812e08408c7b0930190972691977bc333b92c30c132608ba9a1b4f8e6e8961fbb4436526c1226e9d226d27f684c47af
,866,124068,37410627,1,170,32037410627,32000000000,0xa09aacaf98ba261026d83f5c47d6ec543f128280,0x93dc8b1f0ebdf61ce81a9e0e9e3b5eb549779bf2f3b43aee51118dfafd3895fa940126aaa39675d917799f3fcab899a7
473,867,124229,37176486,1,624,32037176486,32000000000,0xc8a91e68821cfd4c63a3c1ba4a04ac3eaa79ab18,0x8c1fae5af51e2997ff828207fb9c8c78dce15e8a86144ece9737dee500e754f0b7d5ef64f8fd0197b421a556347544ad
,868,124123,36597011,0,295,32036597011,32000000000,0x74e9bc3427f4a83dbe872233471d1cb0a3b34701,0xade0cc55a7d38e645d77aa375891ca44a7350cdfa842384535c228c6eeb3004ca05bcc7ecd48be3acb9c48bcc613783b
,869,124153,36585648,0,421,32036585648,32000000000,0xfd700fb59d188f5b6e1919e590069c8f745025a3,0x961eb03c798ac03879e7108e48f797b279c3733c52fb525013b7d50f44e1c0b9a88cfc8230d69c340c7b2f6b11a51405
,870,124193,36581362,1,552,32036581362,32000000000,0x2677761b0edf2019029f580431a5f0d76dab5058,0x98993f4deb1da4ac5adb44fce5d15ce5204824485ed8d2ff3943b2e70e4ec86f5bfbc140925962b3d349b3fe02df9085
,871,124122,36528389,0,295,32036528389,32000000000,0x74e9bc3427f4a83dbe872233471d1cb0a3b34701,0xb7859756f05d082baffb74d0886bb309899f4961b4011855de27a3cfecf32c608ea8751fd58a3e5a044d5e002fdbf480
,872,124168,36467895,0,425,32036467895,32000000000,0x75c8c9e5c64e9830814446d3b20b71ce3d19a21e,0x85f5812123f13a1999879591df4afd22597ece0b178c74268d42c22bb865f3b1782679c6118c8ebc23c61cb6ea8ad5d2
474,873,124128,36443091,0,355,32036443091,32000000000,0xd699cb99a870df30d6ab55c9a05f4ef360ab904f,0xa2c22b724d21cd5d2e149c5bec9ea8a1fbe4b420552a867728ccb15a8071456e734f27937312629a68cb4a439f7291e7
,874,124159,36403397,0,423,32036403397,32000000000,0x336e5ddb7215ff68b32a07a5e10995ce653a111e,0x8b483ef0a493c34fc4849e9f13b984f47ed40f90a4616110a7204d4da8bff8ac38c47bce3bd5ce87b12086a1d65500a6
,875,124154,36340899,0,421,32036340899,32000000000,0xfd700fb59d188f5b6e1919e590069c8f745025a3,0xae039c9e66eabfaa95b5ee3f33d23235210204a3c39a71e9cfe45f5be1b518fae1df0c245245321ab58489c6af25237f
,876,124165,36314806,0,424,32036314806,32000000000,0x75c8c9e5c64e9830814446d3b20b71ce3d19a21e,0xb332ad275a1c6bfa6f4690c38e21df4ff4a07589dd4415ccdd95a7eaf47461660416570cc316803c4c28dddf5c14586a
475,877,124156,36309627,0,422,32036309627,32000000000,0x8b62cbe635f3ace0521015af82eacf491a862d92,0x9150b6ee69c8a6e10ce0a168fa77c7845b54811c1d2733d0b64a986e2fce5b7ff6808a185b9623070dffdb06ddcf2cbc
476,878,124172,36271899,0,426,32036271899,32000000000,0xebddaec2a4f611962645ec42511828af99eb9b05,0x8aaf1f3d5dfc69e0c643b5639b77331e015c87a76458a67038857fea2c546d26c9d0325d48965210f59438101f00fae2
,879,124157,36242855,0,422,32036242855,32000000000,0x336e5ddb7215ff68b32a07a5e10995ce653a111e,0xb0df98ee89777e3d28f3cb0a3ddb00e6d731ab0b3d1deec97666cbdfcf4db90d41408190c1ae272990ecd1a17221ff48
,880,124192,36186337,1,552,32036186337,32000000000,0xd974c75f228390090080801675b258c043032a46,0xb1e59f390321280e998bdd9ca06de0c89610d0712a1e7e4faec239dd8c3c7e9db4783104deec3b02a06dbe50f28a9b6d
,881,124164,36072676,0,424,32036072676,32000000000,0x75c8c9e5c64e9830814446d3b20b71ce3d19a21e,0x91402adb47042e3fd6172c43fffc9f6d625af0e219ee811f28da5260a4e5cf1a9e08a634940b9af82aa75555b2b3934b
,882,124167,35966215,0,425,32035966215,32000000000,0x75c8c9e5c64e9830814446d3b20b71ce3d19a21e,0x9260205bb4ec35ad57bcfd3944bd9679cefbd4b367315be4890fe3baf431aba547378c2f1b07a69f1787fcbb4a4b90cb
477,883,124115,35869245,1,293,32035869245,32000000000,0x483b7fbd7df72925ea501d106bd9c675c8bbb79f,0xb00137b58eb33d657d4f3da9e50fb883a74f119ebf7067a739d3598f0b2f4f8b91fe6003316483113a62423210f14cd9
,884,124191,35817060,1,552,32035817060,32000000000,0xd974c75f228390090080801675b258c043032a46,0x830b6255d1a4b171ec1309a1a6351b97590db229ed4fce81548af4c968111a4fafdf2c503d3d96ce76c95187cfaf1bd8
,885,124163,35742653,0,424,32035742653,32000000000,0xb38e943206b23a2e0456b88b0030885457f8a898,0x95fe9b0d75265d7e17215a7c73076c84ee057c9e44aa9e2934ce30d98b1a1ac701b553847cfee49c7e8d04861b3ab363
,886,124198,35615690,1,554,32035615690,32000000000,0x3f6e64cabfc18106c3ca38bbd026180da1ef4969,0x8d12dab4c35c82c003ef05202ff3a9c35a20f47b955f52ef64af2633c97b9873999c7846ce1995b76383cf2804d0f7c7
,887,124151,35454179,0,421,32035454179,32000000000,0x9d47faf24a4681acb247ebd11af8c3660a0e100b,0xb611b7584bfad7489c9096addd38e6cb9a9796444a03b18be358b4fcc9456cc89df7dcc071e7f80c15cd4d48bae222d0
,888,124048,35218822,0,165,32035218822,32000000000,0x7f362b0f7207bb6c133f0b86c2e9f004a892f91c,0x96151dc69686d613b62ae2e892973de0fd76e2ac2bf92bdaf8e122932b24b2913fa46e98a268a9b0cfea70922e5d944d
,889,124139,35168018,0,358,32035168018,32000000000,0x74e9bc3427f4a83dbe872233471d1cb0a3b34701,0xb3e492ec9d099408ebcb955817fb260bd8e201022e7686873d2c84cfc853fef7327610de185a347406a139a38773a405
,890,124222,34452204,1,622,32034452204,32000000000,0x0c02d5c64f40fcfe10bf65ee900598b6bf9f8ded,0xa030780bb22a6f2137793e2f1a70f0e946b31fb5dbe4597cf706869492be15b8b6ecda978d6b1ad22b453368d04139bf
,891,123469,34090425,0,0,32038250977,32004160552,0x6778ea81ab6cec9e0c0c069561232768b1cd802b,0xb86786e8c5a7795545a6e9609344e505f4eef4196cb47ee7d07f52a56fe78c5c009e72f114894c55a4187dbac477e7d0
,892,123513,34077040,0,0,32028912105,31994835065,0xc7ffc28142ec9cb93d1492ed2b8057d0f2b12fee,0x938a980e19d6c30756b0903f4cd427507730cd1729e03cf8a53ec471a209b8a561e43e654c6a9bc56c9e72b1fb6f2d9b
,893,123523,34068033,0,0,32028952346,31994884313,0xc7ffc28142ec9cb93d1492ed2b8057d0f2b12fee,0x809144441673f93e70547f13d58cbf2d63f509cec31f297924bf81008aa1d5031d0175c5ab890abbe15b89887d027d5a
478,894,124108,33301782,1,291,32033301782,32000000000,0x6e2d6515d75fa5234f3067ef81ac03b7ead65cb0,0xa712fdc9171d74d2cc4d5a5c1582d02a8488de21cf599d463ef1c827266309f82247de73f8d6a92245f289ad29b36959
,895,124223,33165800,1,622,32033165800,32000000000,0x9d47faf24a4681acb247ebd11af8c3660a0e100b,0xb1004d4099902abaca2f11ab35fcbc4ab7ccc206ea94e732602d801af08cd862e555c6cd48bae44e4b6bc56b76c6199d
,896,124175,33159800,0,548,32033159800,32000000000,0x2677761b0edf2019029f580431a5f0d76dab5058,0xa32ef5dae89325bf5b77d94a46bef7b9735ca2d3b9111a5e2245647eee6830ca7795bc8d15bf14fb449dd0b51845d521
,897,124174,33123199,0,548,32033123199,32000000000,0x2677761b0edf2019029f580431a5f0d76dab5058,0xa8e29561990b96910c1b83d7f78b825ded26723d3d424a8c42deadbcaf6b161dae26ba0faa8db69b7e741678968bef31
,898,124203,33100246,0,555,32033100246,32000000000,0x481cde8a1a9de191821edd0a60e8ef38a433562c,0xa7f2cbcdec445e2fd983bc60f2e4caea317ccb80f71550f0344193599b88d9086247f609977d10ffd1827ecb2432f56c
479,899,124208,33030777,0,556,32033030777,32000000000,0x56b96de8d2e1dce7d891de3e0ccbb543f5290631,0x9031989ee9029d31a51752b5c05840e5a891e6a3300a348bdba82654164474f9796ed1ab38288324284269041e3ea58f
,900,124194,33013048,0,553,32033013048,32000000000,0x2677761b0edf2019029f580431a5f0d76dab5058,0x96dfb244288073537daaf411eab19715aac5b5b20de7062921f3606069da8f7079d2bc7335adbc3a2e0d507de1613da6
,901,124187,32971961,0,551,32032971961,32000000000,0xa840c9b73f809c9b603a3bc58d927e6577d5e06b,0xb292a0f90926fea1bfd25e47a4ef8fa1745c0fa010f07bf2dd6f288d5f9d76e96a05aff8af05efc4633ac6fc8b0d8bbf
,902,124199,32847390,0,554,32032847390,32000000000,0xa627aa20485342ca16960fd1f77c547801f7f763,0x81894857bd6e1f023d6731576fb4bc30391678d5e17efce72048d1d1cc56a84398b9dd50594d80731067e2eb6f91669d
,903,124188,32818150,0,551,32032818150,32000000000,0xa840c9b73f809c9b603a3bc58d927e6577d5e06b,0x87445813739d381ca482d5a6f2b03af4d622711a75b438e9b9c302bbd1d5a06443035f7df74fbd3936593eb5872d2d82
,904,124209,32794893,0,556,32032794893,32000000000,0xe9a04436acc97a03ab2ed6f8a36fd106b4efc0aa,0x91b07be5e35a42c335a6d20aef058ddd0a651d1eddde1b205e377cbdc0ae1bff456a26264b593a56517a38c9279d9964
,905,124185,32574806,1,550,32032574806,32000000000,0xcb64923781ee85e71b85ae5953f30abcc22b87cc,0x8687d09babbec5a8a49b4be3d0847acbdf00c8e1c6b625bff67cf97268f329b5088505744cbb8cac6c01eb86797a2650
480,906,124179,32484389,0,549,32032484389,32000000000,0xc1b2cdabab813154037874786842a7107ef17876,0x958e5db15edbdbc70c44f332190bde388324d661f6528089e02a092353ca3cd4f74c762acbdda35e1dece0d2276a101b
,907,124113,32481713,0,293,32032481713,32000000000,0x483b7fbd7df72925ea501d106bd9c675c8bbb79f,0xa446f6adcc4a6c07c4b736b222507c21aa7a58407ff6fe0ba77249d0fa06cbf0cfae03cc7b77046bbc9f922d1c3b3161
,908,124180,32398953,0,549,32032398953,32000000000,0xc1b2cdabab813154037874786842a7107ef17876,0x888bd1f622c9c70157121c2ad7a1cecb8389548341ee8780b4532a0c568319d5c6b5f2b7799ec440175408377d015093
481,909,124186,32176804,0,551,32032176804,32000000000,0x520eb411a4c2db1950d0ef33e3e1355d00d24692,0x84ead68b122595c3795d106e179a9bf22559bcb8502eb11d3327bc87bf4e119364799b55724379470e0d583c274b0fc1
482,910,124015,31637503,0,45,32031637503,32000000000,0x73860a0340b1fff9e95d035cf35da774e79435a3,0x8f7d7085f589d7324046d4b5c0018ae50e143a954ee12cd97cde63e090017bddf907d3dc7f812cc909f83628dde04abd
483,911,123781,31302176,0,0,32035220043,32003917867,0x51457a6ef13fd7e043a83d297c95aaba04419e49,0x92c6dc4aa95a471f104aed3310eb6b01409c9cb13136efd3c5be222b8e44a0c4e564810670926fcb52c8f886def38466
484,912,123951,29957212,0,0,32028629946,31998672734,0x4480d7e1315cafaff96dbc0e0cbc09050adaa4c9,0xb092e9bee85e4790be62d3b8aeb7eafd09c23d98d815c779fe8be8be00094dbff24043b1be15840df0694057bb40c48a
485,913,124183,29895790,0,550,32029895790,32000000000,0x18ec46f85e088439d2a2a1f4de546cee4c562d45,0xa6a729eb7bd6caec8fae5747b4a4b27ac1cf0dec7874e379a2c5152d95bc97bda69c59f8a97062908fe4e59270feb20e
486,914,124065,29851301,0,169,32029851301,32000000000,0x134962ed865d354079c4c90a3dfad97c79745913,0x924dce8db92d08157ee9586a7aeb048c589de48da3b3f0253e35a759cd5dfce45747d1eb63b09af05504d45bd14b8719
487,915,123885,29660844,0,0,32027940248,31998279404,0xa28e048f911f14fe99648f90a808ca949df5a5ed,0x8d53845e852a34c9e67e1c94d25449fb7e01237e5f0021c2f9f503fd60ae94c64568048c253cddf9e17dde30e61d2967
,916,123884,29621781,0,0,32027901185,31998279404,0xa28e048f911f14fe99648f90a808ca949df5a5ed,0x976841fc372e62b70c024c18de74d354127f659b58294019d360bc212560c53981ba1f0b0f6628d76ae4a436d931de35
,917,124177,28730003,0,548,32028730003,32000000000,0x8d6b61de69358cca25fef4b7f583bf3ca95a373f,0x974fbe55b018f4110c8af7018439c2b595131f0cc9df6c4a82aa5ef3187a10a60559a2ecd4abe88144e2e1512c6609d4
,918,124176,28528087,0,548,32028528087,32000000000,0xd1d134cd5a062934ac653e5dc2bae93115a410bf,0x91319f2e0acf3534f44ced633aded095291cef8d099be2828c770734a68863d9a7eb9a188ef7f6f8513120ce7d254752
488,919,123677,28336270,0,0,32032880603,32004544333,0x52a6b6b8a46d3fa3a4d87e2f19defb75fef76c94,0x8ec2a207eda980ae259378a55a0574baf1d0be7e4b06df65e949baafe23b6380e22efdb2eb00e0c02abee6433fd6ff84
,920,123852,28077195,0,0,32030205953,32002128758,0x52a6b6b8a46d3fa3a4d87e2f19defb75fef76c94,0x89a7e988bc37c190dab4a18f9f23167b14dd37536751c9b1b78ac505854896f9e7e7dc7a2ed2e4a4562a27ff36c82522
489,921,124161,28021021,1,423,32028021021,32000000000,0xe28b9a99fb623969839cbd6c1adf406e17778e7c,0xa1143aecc530009c8d541b1a7b9fa2898534984e8f997add3533114c6b32e54166e4b2a8a4d522efddee6d2c29370447
490,922,123603,27974812,0,0,32032899952,32004925140,0x296b0b8ee6015f82ea8afcf078d505a945cf4c00,0x94f58a395bcc703fc3bebeeb4b538bd0b9971e5183f98f917de3956c7a138248b42c29c60fbe5b5ee7d1b1f519ddd2a9
491,923,123849,27836439,0,0,32025894548,31998058109,0x8f49cb80a0f32cd69677885752aeee038c88662b,0xa2f369e3b3ea9854ef47adbd78e27c15ba14d069756d6ad49546db73884a7c16e57e23719971f8aa0f8b7477005a0f52
,924,124221,27451335,0,622,32027451335,32000000000,0xcb64923781ee85e71b85ae5953f30abcc22b87cc,0xa9b33a345395e23dd25827ebca55680884e4ad530b24c6a45be5d720121acb31fe83fa52333af531a19160b85a30630e
,925,124057,26498203,0,167,32026498203,32000000000,0x51457a6ef13fd7e043a83d297c95aaba04419e49,0xabc928b5499b837b700d49d01eb2087d4dbe709c0ac52395016f487e471432a92079131136cef8c302d02a163e5c3b58
492,926,123717,25243805,1,0,32021334163,31996090358,0x51c9645e1432e7557cd982dbba852a488b03dcae,0x97b65a0434f12fe5e8d33ebcad945f21c5dfee7378fd16fe39c27b9044ab9e5f2981892119a4095cf12f4906883a89fe
,927,124162,24903165,0,423,32024903165,32000000000,0xe28b9a99fb623969839cbd6c1adf406e17778e7c,0x839abf4737402ceac8f69a09261678aa7002b9433defd99f0049741ce4a8057d6a9ea1236f62ab1bddfd45e2acbd0782
,928,124105,24816555,0,291,32024816555,32000000000,0xfd804e940951f1a204b1c41d3cff450bbbef69c6,0xaedffb542bf4c06e37d3aaa263c22269a48e34bac57714f0cb8149751404ae1b71d00faa87751283574daf1a461a26de
493,929,123950,24534334,0,0,32023207068,31998672734,0x74a5011587240ffeba5740dc06e0bc1cb3314049,0xa191e8e15eed1bef623e907e56c07a8de01589022ca6b3d5d241a0c67b6ff571c94ffc84f6b3cf545f31212a7112eef7
,930,124129,24437731,0,355,32024437731,32000000000,0x8d6b61de69358cca25fef4b7f583bf3ca95a373f,0xb4f100b92573129817626ee5b41720e10fc736928a1e41fa28fb60c86446a16bcf0d5dd606b2a826c408a546db724b41
,931,124127,24118019,0,355,32024118019,32000000000,0x8d6b61de69358cca25fef4b7f583bf3ca95a373f,0x89cdc5bc98f5e82f3ac129057c8589da071a161c89c178a2206cd225da3e9f434ea59238b621994942591829c52fe140
,932,123934,24068594,0,0,32022643003,31998574409,0x74a5011587240ffeba5740dc06e0bc1cb3314049,0xa14e996d0ce3a27e02b01fd5a9ad65a37d81ebb0bf6ce443dc9530d48d91b3193e7c8f79a88ea13f0946c4f867f73311
,933,123718,21926376,0,0,32018016734,31996090358,0x51c9645e1432e7557cd982dbba852a488b03dcae,0x83ec61fd9907595d874884b637fa465010c9bb3b6fc96157ece219a562932418320f1051170c376891fb409334177489
494,934,123495,21802761,0,0,32027432264,32005629503,0x42e1d6de7287938a7cdd1ec76f0b6ec0ea429230,0xb0446bd53ed628a7d40588b100201e515ee688c61e52710a5816bace44a7769fb5764df3cfe07f1cca5453686f57c794
495,935,123899,20569163,0,0,32019760369,31999191206,0x5be1f8163d2138d4e4d5870359d4b381462b01fe,0xb1243d5c0bba88b9afd1902ee1c6a879a8d45b6a3a8ca011c4edaae7f016f28c8531507091e864c0462b72c488296504
,936,124181,20096268,0,549,32020096268,32000000000,0x6e2d6515d75fa5234f3067ef81ac03b7ead65cb0,0x8d5146fa3cbf4fa275a2960c0c48871280d1683da71a8f54ade012e80665dd320833f3a3c1ff576a0f013f8fb09bcf16
,937,123072,19032278,0,0,32026761842,32007729564,0x75c8c9e5c64e9830814446d3b20b71ce3d19a21e,0x885e4b5f2f247ce9dce2c8a54fd54bbd43b27294391a7e992995670f4283135cb95281d893d5cf3e4d58511d80f997de
